PuzzleBoard	SolvedBoard
8.4..3.....596.3.8.3.8147.9.......8.587.3.126.4.......1.3295.6.4.6.819.....3..2.1	894573612715962348632814759269157483587439126341628597173295864426781935958346271
..27..58.5..8.6..4...3...621..69....869.1.435....85..624...8...7..1.2..9.86..43..	692741583573826194418359762154693278869217435327485916241938657735162849986574321
.1237.64...6.1825..34.6..1....7.1....5..9..7....8.3....9..8.72..6712.3...85.3746.	512379648976418253834562917649751832358296174721843596193684725467125389285937461
5...71.6...796.4.59613..8.713..........438..........398.5..37926.2.873...7.52...6	524871963387962415961354827136795248259438671748216539815643792692187354473529186
.5736...4..21......9645.7.36..5..1.954..9..869.3..1..52.5.3469......64..7...2583.	157368924432179568896452713628543179541297386973681245215834697389716452764925831
2...97....5..638.1.938..2.716...248...9.8.6...729...133.6..192.5.762..3....35...6	218597364754263891693814257165732489439185672872946513386471925547629138921358746
.5387694..........4.819..65.6..3....9.27.41.6....2..8.34..876.2..........1726389.	253876941691345278478192365164938527982754136735621489349587612826419753517263894
....65..7......9624..3..5813.9..4826..26.34..6542..7.3591..8..4746......2..45....	928165347135847962467392581319574826872613495654289713591728634746931258283456179
6493...2....891..7......53..24.3..78..5.1.9..86..4.35..83......2..173....1...5293	649357821352891647178462539924536178735218964861749352583924716296173485417685293
.3.6..58.....17.93.6.3842..4.9.......8.145.7.......4.8..8473.6.79.25.....46..1.3.	137629584824517693965384217459738126682145379371962458218473965793256841546891732
56289.....3..6.8.....24..95946..851..2..5..8..156..74337..15.....1.8..3.....72158	562891374439567821187243695946738512723154986815629743378415269251986437694372158
...4.8....9.7..4654...53.27.6.5...18...386...58...7.9.64.83...9238..5.7....6.4...	725468931893721465416953827362549718179386542584217396647832159238195674951674283
....7....792...4.881.5..7.6.7..592.3..6.2.8..9.863..4.5.7..3.122.9...634....9....	645978321792361458813542796174859263356124879928637145567483912289715634431296587
241....37..9..3..63....5..9.25..6..4..32841..6..5..72.1..9....39..8..6..45....981	241698537589713246376425819825176394793284165614539728168952473937841652452367981
68573.....97.42..6...8....91....39.2.52.8.71.7.32....85....8...4..92.68.....54137	685739421397142856214865379168573942952486713743291568576318294431927685829654137
6..7....459......87..15..3.3.9.75.811..8.2..946.93.2.7.4..16..39......462....8..5	612783594593264178784159632329675481175842369468931257847516923951327846236498715
93.26.847..6.752...7......1..27..91....659....69..24..8......7...752.3..523.97.68	935261847146875239278943651352784916481659723769312485894136572617528394523497168
.2.78..56...3.....1764.2.3...4.275...8.614.9...193.7...3.2.8145.....6...54..73.2.	923781456458369217176452839394827561785614392261935784637298145812546973549173628
..1.6.9...3.....74.9.8.4.6142837.6..6...4...8..5.2834725.4.6.1.16.....8...7.9.4..	841567932536219874792834561428371695673945128915628347259486713164753289387192456
..67.8524.7.1......3.9..7.1.....6973...493...9132.....7.2..9.8......4.3.3698.14..	196738524475162398238945761824516973657493812913287645742359186581674239369821457
715.4....8.6..51.2.4.9.1.5..5.37...16.9...7.31...28.9..7.1.3.6.3.14..5.9....9.318	715842936896735142243961857452379681689514723137628495978153264321486579564297318
...12684.1..7.5..2..64....18.1...29.26..8..34.59...7.84....36..9..2.4..7.12879...	793126845184795362526438971841357296267981534359642718478513629935264187612879453
.759618.........17..42.853...2....7..9.516.2..5....9...398.27..28.........615329.	375961842928435617614278539462389175897516324153724986539842761281697453746153298
.5.7.19.49.3......4.13596....4..25...28.6.34...51..8....76432.8......4.58.25.7.6.	256781934983426751471359682394872516128965347765134829517643298639218475842597163
.185......6.2.7.3.937..6...395.4.2.78.2.7.3.11.6.9.854...7..189.8.9.3.7......842.	218539746564217938937486512395841267842675391176392854623754189481923675759168423
.....5..19......3.1.7486952.9..681..8.3.4.5.9..473..2.3896542.7.7......46..9.....	428395761956127438137486952792568143863241579514739826389654217275813694641972385
...7....6....3.84118645...76.15.72..7...9...4..81.39.58...25739367.8....9....1...	243718596579236841186459327691547283735892614428163975814625739367984152952371468
9183...453769548.1....8..9..37......8...1...7......21..4..7....7.914365262...8473	918362745376954821254781396137825964862419537495637218543276189789143652621598473
..7....3.54.....173.19.74.26..7.31.4...518...2.86.4..31.42.53.889.....71.3....2..	927461835546832917381957462659723184473518629218694753164275398892346571735189246
...653...2...97.8.7..4826.9.72....16...715...15....87.3.6578..1.9.36...2...921...	984653127263197485715482639472839516638715294159246873326578941891364752547921368
4...632.1...47.6..635....94...35..7.5..628..9.9..14...96....815..8.46...2.389...7	487963251129475638635182794846359172571628349392714586964237815718546923253891467
.4.97.213..9.4.67.3.8..64.5.....1..2..35291..9..6.....4.51..3.9.92.5.7..137.92.5.	546978213219345678378216495854731962763529184921684537485167329692853741137492856
2...368.4.7..91....5.8..6.9..39....84.9.6.1.38....34..1.7..9.3....18..4.5.637...1	291536874678491325354827619713954268429768153865213497187649532932185746546372981
3..8...4...6...5.384539...17..513..9..4.8.3..6..947..54...391522.9...7...7...5..8	327851946916274583845396271782513469594682317631947825468739152259168734173425698
869.1.7.5..4..7..272..9..4.5....1..8.48...32.2..4....6.3..8..696..7..5..9.1.4.873	869214735314567982725893641576321498148956327293478156437185269682739514951642873
24158....65.431....9.72....7.2.6...9..6.4.5..5...1.6.2....54.3....698.75....73294	241589763657431928398726451712865349986342517534917682179254836423698175865173294
574.6328.36...57...91.......3..52....4937615....84..3.......31...64...28.1352.476	574963281368215794291784563637152849849376152125849637482697315756431928913528476
1.2....8.4.65.7..957..136..24..5..9..68...72..5..9..14..564..736..3.12.8.2....4.1	132469587486527139579813642241758396968134725357296814815642973694371258723985461
..6.....9.3.64.7..571..2.647951..8...2.869.5...8..729398.5..472..2.94.3.4.....9..	246371589839645721571982364795123846324869157618457293983516472152794638467238915
39.....6...26..983....39.4...51.3.7...97261...8.9.53...1.29....973..86...4.....97	394812765152674983867539241625183479439726158781945326516297834973458612248361597
.5..3876.1.8....3.72.4....967.8.954...1.4.6...346.2.872....3.76.4....9.8.1697..2.	459238761168795234723461859672819543581347692934652187295183476347526918816974325
...5.....43.8...525.86.431....3..279..3.5.4..674..8....164.27.575...1.43.....5...	261573984437819652598624317185346279923157468674298531816432795752961843349785126
..2.983566.9...82...3.659....6......57.924.83......7....578.2...38...4.796714.5..	712498356659371824483265971896537142571924683324816795145783269238659417967142538
.1.964.7.7.43.8.56..6.2....6..2...3.381.5.462.5...6..9....4.7..46.1.23.5.7.893.1.	815964273724318956936527841649281537381759462257436189193645728468172395572893614
3.4...2...9...13...1863..471...5...44.61829.37...6...267..2483...27...1...5...7.6	364875291597241368218639547123957684456182973789463152671524839832796415945318726
.6.15.47....6941..1...726..5.....21..4.721.8..12.....7..126...3..8435....56.18.2.	869153472725694138134872695587349216643721589912586347491267853278435961356918724
234.758.1..89.....9...3.47...63...585.......332...89...91.6...4.....72..8.241.367	234675891178924635965831472416392758589746123327158946791263584643587219852419367
94....73..3..7.2891....34..82.75..4...48.95...1..42.68..14....5658.2..7..93....12	942685731536174289187293456829756143364819527715342968271438695658921374493567812
93.21.7.574.38.1..65....28....9..62...5.2.4...79..1....96....12..7.98.648.4.32.57	938216745742385196651749283483957621165823479279461538396574812527198364814632957
..7.21....8975.2...3...8574.5.2....6...314...8....7.9.3728...1...8.3542....97.6..	567421839489753261231698574753289146926314758814567392372846915698135427145972683
.2....41..381.52.......2..345..8.3.187..2..952.3.1..473..6.......24.716..86....3.	625873419938145276147962583459786321871324695263519847314698752592437168786251934
.3..6.94.5.....31.4923517.6..9...5.....176.....8...6..6.3287159.27.....8.85.9..6.	831762945576948312492351786369824571254176893718539624643287159927615438185493267
..3..6.941........9.6.481..6.7.2.41.89.3.4.26.12.8.9.3..946.2.5........927.5..6..	723156894148739562956248137637925418895314726412687953389461275561872349274593681
21.8.6..3.7...529.534.9...1.45.81.......3.......56.31.4...5.672.574...8.9..6.8.35	219846753876315294534297861345781926168932547792564318483159672657423189921678435
765.....41...7.....32.19.879.3....28.247.819.58....4.687.19.34.....4...13.....859	765382914198574263432619587913456728624738195587921436876195342259843671341267859
...7..9565.7...481964.1...31..8...3.4...2...5.5...3..87...5.862816...5.9245..9...	381742956527396481964518723179865234438921675652473198793154862816237549245689317
97.1..2...1564.9.3.4........5.7.6389...389...8394.5.2........3.5.4.3169...6..7.12	978153264215648973643972158451726389762389541839415726197264835524831697386597412
94..8..567..52.....35.6..28..87..24.4.......1.21..86..85..1.96.....79..226..4..17	942183756786524139135967428698731245473256891521498673857312964314679582269845317
..8..4.1.13..27.9.75...64..4.1..9675.9..7..4.6754..9.3..31...59.2.79..34.1.5..2..	268954317134827596759316482481239675392675841675481923843162759526798134917543268
97...6.1...1329....8.4..593..96..1..1...9...8..7..46..246..3.8....5429...9.7...41	973856412451329867682471593829635174164297358537184629246913785718542936395768241
38..9...4......582425.1.96.6.81.......26438.......26.1.34.6.158579......8...5..97	386295714917436582425718963648179325152643879793582641234967158579821436861354297
..341.6..8..6.94..74.....919..7...6..51.4.72..2...5..847.....53..53.8..4..8.749..	593417682812659437746283591984721365351846729627935148479162853165398274238574916
5..9..48718274.5.6...5..3..4..8527.............7436..1..5..4...9.4.15278318..7..5	536921487182743596749568312491852763623179854857436921275684139964315278318297645
...46..1.3.71.29.8.1.7893...2....7.9.7.3.4.8.5.3....2...1597.6.8.62.15.4.3..48...	958463217367152948412789356624815739179324685583976421241597863896231574735648192
...52.4392..41..6....7..1.86...9.312..3.5.9..791.4...53.8..5....4..86..3967.34...	176528439289413567435769128654897312823651974791342685318975246542186793967234851
....7.....48192...97685..41....3..17689.2.43513..6....72..86594...21978.....4....	312674958548192376976853241254938617689721435137465829721386594465219783893547162
.974...5.461..2.9.35.8..6..91...7..27...4...52..9...67..8..4.76.7.3..124.3...658.	897461253461532798352879641915687432786243915243915867528194376679358124134726589
..6..7....51.6.3...8.3196...4.7.1.63...238...17.5.6.9...2683.5...4.7.23....9..7..	326457981951862347487319625248791563569238174173546892712683459894175236635924718
.1..523...9.743...2.....7...57.6.9.3.629.751.9.1.2.87...6.....2...619.3...923..5.	714852369695743281283196745857461923362987514941325876436578192528619437179234658
.8..1..2....6.4837...82...12.5.....48473.19623.....7.57...39...5962.8....3..7..5.	983715426152694837674823591215967384847351962369482715721539648596248173438176259
6.1.5..3......1.7..49..3.189..2.8..5867.4.9233..9.6..149.5..18..7.4......5..1.6.4	681754239532891476749623518914238765867145923325976841493562187176489352258317694
537.16.92..17...5.....3.1..71.9...4...96742...4...2.89..4.2.....8...14..62.84.913	537416892261798354498235176712983645859674231346152789174329568983561427625847913
2..49..1.....1.27868.7.35.49....5.4.7...6...2.3.9....58.61.9.53419.5.....7..84..9	257498316394516278681723594968235741745861932132947865826179453419352687573684129
.2..6...99.43.1..5.6.98..12...8.2.6.8.2.5.9.3.3.4.7...21..79.8.7..5.81.66...1..9.	521764839984321675367985412459832761872156943136497258215679384793548126648213597
...6..47..87..4..24.9......9.581.7468...7...3712.639.5......2.15..2..89..76..9...	123658479687394512459721638935812746864975123712463985398547261541236897276189354
.9..75.2...8621.973.....5168429..7......6......3..7841186.....957.1926...3.78..5.	691375428458621397327849516842913765715468932963257841186534279574192683239786154
2.35194...86.279...9.68.2.75.....7..6.......9..8.....37.9.53.1...427.39...21986.4	273519486486327951195684237541932768637845129928761543769453812814276395352198674
..47.6.82......35....3..9646.84..2.99..675..84.1..95.6396..7....85......74.1.86..	534796182269841357817352964658413279923675418471289536396527841185964723742138695
.3...86.4....43.714.16.93..8.6795..2.........2..3841.7..29.17.515.42....9.78...1.	739518624568243971421679358816795432374162589295384167682931745153427896947856213
4.2..3...73.2...41..6714.82..5.3..2.18.....69.2..8.5..84.1276..35...8.14...3..8.7	412893756738256941596714382675439128183572469924681573849127635357968214261345897
82691..5..3.5.891.9....3..71...8.4.....7.4.....3.9...62..3....1.416.2.8..7..41623	826917354734568912915423867197286435652734198483195276268359741341672589579841623
.54......21.4..7.58...6.4.9..3..215...59143...263..8..9.2.7...13.1..6.82......67.	654791238219438765837265419493682157785914326126357894962873541371546982548129673
64.5...2.391.7.8...271.4...1.3.4.6.9....1....7.2.6.5.1...4.739...5.9.468.3...8.15	648539127391276854527184936153742689469815273782963541816457392275391468934628715
.7816......297...39..4.267...3....5.8.53219.7.2....3...876.9..43...572......1473.	578163429462975183931482675193746852845321967726598341287639514314857296659214738
.9.15....1..264.93..63.9.25....2.874....1....839.4....98.6.23..64.831..9....95.8.	293157468158264793476389125561923874724518936839746512985672341647831259312495687
...7.3.16.638.....519.467..935.8....4.1...3.8....3.294..896.125.....843.25.3.1...	842753916763819542519246783935482671421697358687135294378964125196528437254371869
..8.1724...2.3.5.7..592.8.3219....5.8...4...2.3....6984.7.659..5.3.7.4...2149.7..	368517249942638517175924863219786354856349172734152698487265931593871426621493785
.2.3.5.4......2856584.167..39.......7..2.4..8.......69..352.4874158......7.6.9.1.	627385941139472856584916723392168574756294138841753269963521487415837692278649315
..61...7...9246..5...3.7..4764...1.92.85.14.71.3...2869..4.2...6..7183...3...97..	426185973379246815581397624764823159298561437153974286917432568645718392832659741
8.23......95.....8.1..64..9..91.5.42.71.4.63.53.6.29..7..28..9.1.....82......65.3	862359417495721368317864259689135742271948635534672981756283194143597826928416573
.14..729.6.52..371.....8.....132...9943...1262...915.....8.....839..47.2.579..81.	314657298685249371792138654571326489943785126268491537126873945839514762457962813
.3....67.1....3845.58.7.9.3.13.582.....3.9.....971.53.2.7.9.38.8456....2.91....5.	934285671172963845658174923713458269586329417429716538267591384845637192391842756
..4..9..6.763...9..938..47...8.3.95..2.198.4..41.7.8...37..256..8...723.6..4..7..	514729386876345192293861475768234951325198647941576823437912568189657234652483719
.4....8.2..5.1846.82..3.5...1.8.76.54..625..76.71.3.4...2.8..59.9475.3..5.3....2.	341576892975218463826439571219847635438625917657193248762384159194752386583961724
.3.9718.4...5.8..35...2617..7.2..36...9.3.7...53..7.8..1865...73..7.9...7.2413.9.	236971854197548623584326179871294365629835741453167982918652437345789216762413598
9.7.51...2...78..9348...1..45971...3...824...6...35714..3...4611..68...7...14.3.2	967451238215378649348269175459716823731824596682935714873592461124683957596147382
4.6.38..5817...9....3.496..15862..7.....1.....3..75812..159.7....2...5617..46.2.3	496738125817256934523149687158623479279814356634975812361592748942387561785461293
7...51.48.5.2..3.....4675..4...1.9.29..728..53.8.4...6..7132.....9..6.5.28.59...1	792351648654289317831467529475613982916728435328945176567132894149876253283594761
29.73.481..5...739..7..16......2.873.2.....1.871.4......28..3..748...9..963.57.28	296735481185264739437981652654129873329678514871543296512896347748312965963457128
78...65........437.9..5368..32......64.372.59......26..6129..4.329........51...26	783426591256981437194753682532619874648372159917845263861297345329564718475138926
7....4.91.4...2.8....17..52...23.61.6.9.1.2.5.12.46...45..29....6.4...3.19.7....4	725684391341592786986173452874235619639817245512946873457329168268451937193768524
487.9..2.2...4.6.816...8..9.4...9.1....432....5.6...8.5..2...466.3.8...2.2..6.357	487396521239145678165728439746859213918432765352617984591273846673584192824961357
....3..6.4..6.98.23...8.1.9..18..69356.192.48789..62..9.8.1...66.49.7..1.3..6....	895231467417659832326784159241875693563192748789346215978413526654927381132568974
.3...9265...5..3.9....4318..8.6.7.923..915..895.4.8.3..6975....7.8..2...5438...2.	834179265172586349695243187481637592326915478957428631269754813718362954543891726
.8...5647..7..93.....6..1.8.4.25...67.18934.58...46.1.4.5..8.....81..5..1265...3.	289315647617489352534627198943251786761893425852746913475938261398162574126574839
57.1..3.8...86.4.5.......9..482.6.79.51.8.63.69.5.384..3.......4.5.21...8.9..5.14	574192368913867425286354197348216579751489632692573841137948256465721983829635714
.4..3...8162..8..4.8.14..563..7...6.8.6.1.4.2.7...6..123..67.1.7..9..6836...5..4.	547639128162578394983142756321784965896315472475296831238467519754921683619853247
.715.89...6..3.5.43....6.8.5..1..3..49.352.17..3..4..2.5.4....69.7.1..3...47.912.	271548963869231574345976281582167349496352817713894652158423796927615438634789125
.54.72.9...2..97...3.5....646...81..2.8.1.4.7..34...628....3.7...61..9...7.25.61.	654872391182639745937541286465728139298316457713495862821963574546187923379254618
.71..89652...9...7.49.56....836.7..9.9..3..4.5..4.983....97.35.7...6...29251..67.	371248965256391487849756213483617529692835741517429836164972358738564192925183674
...3...1.12....837.3.14....7.8.19.232..683..534.57.1.9....94.5.472....96.8...6...	967328514124965837835147962758419623291683475346572189613794258472851396589236741
..52...611...7.8..9.8..4.5353.82.......396.......47.1878.1..4.6..1.6...565...81..	475283961163975824928614753534821679817396542296547318789152436341769285652438197
...36.2..3841..67.6..4..513...92.....1.7.3.5.....16...893..5..7.76..1984..1.79...	159367248384152679627498513765924831912783456438516792893645127576231984241879365
4.6...3..3758....4.9...3.1..43.9.5.2..9.3.7..2.7.5.19..5.9...3.6....5279..1...8.5	416729358375816924892543617143697582589231746267458193758962431634185279921374865
6.4..1.29.1....87......241..5.81.9..846.7.231..1.26.8..239......87....4.46.2..1.7	634781529219354876578692413752813964846579231391426785123947658987165342465238197
...7...8945.1...7.81796.43.....9...6395...8277...2.....74.83291.6...9.4393...1...	623754189459138672817962435241897356395416827786325914574683291168279543932541768
5......6..764352..392...48.9..5..1..4..312..8..1..9..6.59...642..765189..3......1	514928367876435219392176485983567124465312978721849536159783642247651893638294751
..4..8.1....92...8..2.3.6794916..35..26.1.98..35..9761159.7.4..2...61....4.3..1..	964758213317926548582134679491687352726513984835249761159872436273461895648395127
754.86..1..6...59.....2....4.7..9.5.2.57381.6.6.5..9.7....9.....42...7..8..15.462	754986321326471598918325674487619253295738146163542987671294835542863719839157462
..4835.....649.71.2...7.4.39..54..6...72183...4..69..21.8.5...7.72.836.....7241..	714835926386492715259671483923547861567218394841369572138956247472183659695724138
859.7..2....9..5.84...2.6.9.8..4.91676..8..45594.3..8.6.2.5...31.5..2....7..6.254	859673421326914578417528639283745916761289345594136782642857193135492867978361254
..8.7....54..168....38.451.42..6..7..81...25..3..2..84.527.16....694..35....5.7..	918375462547216893263894517429568371781439256635127984352781649876942135194653728
172...4..3...2.7.998.571...7....3.4.41.6.2.57.2.7....1...854.366.8.1...4..1...978	172369485356428719984571263765193842419682357823745691297854136638917524541236978
...8.7.193.91..4...6...457.21.48..67..7...8..68..73.91.589...3...6..19.849.7.8...	542837619379165482861294573215489367937612845684573291158926734726341958493758126
.7...35485.4.1.....2...41..68.9.72.4.4..2..1.2.58.1.76..74...6.....6.7.58691...2.	176293548534718692928654137681937254743526819295841376357482961412369785869175423
..2.51.6.916.....4.8.42.9..73.8.96......3......17.4.58..9.45.8.8.....215.5.27.4..	342951867916387524587426931735819642468532179291764358629145783874693215153278496
953..1..61...8...44.6...9.1..53.7..2.9.6.4.1.6..8.24..7.8...1.32...4...85..1..729	953471286127986354486235971845317692392654817671892435768529143219743568534168729
..6....53...1.2......4.692.2386.9.17.712.539.49.3.1286.497.8......9.4...86....7..	126897453954132678387456921238649517671285394495371286549768132713924865862513749
3..4..751....59....2513...4.6..4.1382.3...5.9189.7..4.9...1586....38....851..7..3	398426751416759382725138694567942138243861579189573246934215867672384915851697423
.593....4.7615.9..13....567..7.......8463729.......7..963....78..5.8432.8....315.	259376814476158932138249567397821645584637291621495783963512478715984326842763159
...21.4.9....3.571.3..95.28..9.58347....2....36597.1..21.56..9.986.4....5.3.89...	658217439492836571731495628129658347874321965365974182217563894986142753543789216
71...5...649...3...586...2.283461.7.5.......1.9.572638.2...678...4...156...7...92	712395864649827315358614927283461579567983241491572638925146783874239156136758492
...1..234....42...4126..87.7.4.58....6.214.8....36.4.9.48..3516...48....173..6...	986175234357842691412639875734958162569214783821367459248793516695481327173526948
..684.93.......2.7....6.58.35..7469....598....1462..75.91.8....5.3.......72.591..	726845931845931267139762584358174692267598413914623875491287356583416729672359148
..6.52.3.5...47.6127.6...8.7.9.1.85...2.8.3...35.2.4.6.5...3.2839.26...7.2.47.5..	916852734583947261274631985769314852142586379835729416457193628398265147621478593
.95.842..3.6.95.84..4....1..1..673.8...853...6.842..9..7....1..86.51.4.3..137.86.	195784236326195784784236915512967348947853621638421597273648159869512473451379862
..3...546751.4..2.8.4....3.1286...74...438...34...2895.1....2.3.3..7.689985...4..	293187546751346928864925731128659374579438162346712895617894253432571689985263417
59.62..81...4..23....318..9.3..7...27..164..56...3..1.3..786....47..3...96..41.53	593627481871459236426318579139875642782164395654932817315786924247593168968241753
8.....6.3....28..5..4..68.74...652.827.831.545.129...66.24..5..3..61....1.7.....9	825147693763928145914356827439765218276831954581294736692473581358619472147582369
.756....334...7..21.89....742.1..35.....2.....31..5.695....81.67..3...256....179.	275614983349587612168932547427196358956823471831745269592478136714369825683251794
.....82.19145...86..8..395...1..5.7..65.8.13..3.1..5...438..7..27...48151.69.....	357698241914572386628413957891235674465789132732146598543821769279364815186957423
7..89.2.568..7.1.339..614.8...3....45.......98....6...4.712..369.8.3..422.6.84..7	741893265682475193395261478179358624564712389823946751457129836918637542236584917
8..7..3...4762.9.86....1.4..8....7..7.34895.6..2....8..7.2....95.9.4867...8..3..4	821794365347625918695831247486512793713489526952367481174256839539148672268973154
4.3..29.1....7452.9.518.7.4..6....9.7.4.3.2.6.9....1..2.7.568.9.3972....6.14..3.2	473562981168974523925183764386215497714839256592647138247356819839721645651498372
37...1........4.3.2.43896.7...4.6.75..72359..59.1.8...7.95632.1.5.8........9...68	375621489968754132214389657123496875847235916596178324789563241651842793432917568
.9..451.71.3..7.2.67..2.59..31.8....4...7...1....1.37..68.3..14.4.1..9.53.925..8.	892345167153697428674821593731582649426973851985416372568739214247168935319254786
....1...4389..7521.1....7.319.7.24....71892....25.4.796.3....4.7482..6159...5....	276315894389647521514928763195762438437189256862534179653871942748293615921456387
.5698.2.....531..771..4.....851..7.9..7.5.6..6.4..918.....7..125..893.....8.1659.	356987241842531967719642358285164739197358624634729185963475812521893476478216593
.36.81.5.94........124..3.61..754.32..5...7..47.128..52.4..769........78.8.39.21.	736281459948563127512479386169754832825936741473128965254817693391642578687395214
....4.5.96.37.....8.5.19.3.58.6....14..183..63....5.42.5.89.7.3.....24.81.8.6....	721346589693758124845219637589624371472183956316975842254891763967532418138467295
.....6389..67...42.94.185....35...9...53627...2...76....287.43.85...49..4391.....	271456389586793142394218567763581294945362718128947653612879435857634921439125876
3.9.8.61.2....64....497.2......9.7464.5.1.3.2762.4......6.391....38....4.41.6.8.3	359284617287156439614973258138592746495617382762348591826439175573821964941765823
.5.4..7...1..6735.2..53819.8..7.15.............56.3..7.93176..8.4782..3...2..5.7.	359412786418967352276538194864791523731254869925683417593176248147829635682345971
3..19..747568....1...6.....41..76.89.6.....1.98.54..26.....3...6....819789..12..3	328195674756824931149637258415276389267389415983541726571963842632458197894712563
8...3..1..3..25.8.915.672.4.....47....49538....27.....2.134.976.4.67..5..7..9...2	826439517437125689915867234193284765764953821582716493251348976349672158678591342
492..5.168.1...25335.....9.1.85.6......8.7......4.13.5.8.....32235...1.991.2..864	492385716871964253356712498128536947543897621769421385684179532235648179917253864
...296.5.9365.....5..4...86.247...9...7.5.3...9...417.74...8..2.....5469.5.342...	418296753936587241572413986824731695167859324395624178741968532283175469659342817
7.53...2.1..6..8...23..57.1.7..96.43..91.85..35.74..1.9.78..36...2..1..7.6...31.9	785319624194627835623485791871596243249138576356742918917854362532961487468273159
...7.2.3....8.9..2.69.3.7...9417.2.66.5.9.8.78.1.5649...3.2.68.7..9.5....1.6.3...	148762539537849162269531748394178256625394817871256493953427681786915324412683975
.1.62....685.972.4......69..542....8..3.4.7..2....194..31......9.671.853....83.6.	319624587685197234427538691754269318193845726268371945831956472946712853572483169
6...795...94.28......64.9878..93.4.5.6..1..3.5.7.84..1958.61......45.81...189...6	683179542794528163125643987812936475469715238537284691958361724376452819241897356
.1..8...44..7.6.5.625..1..813952...7.........5...634297..8..213.9.6.7..58...3..7.	917285364483796152625341798139524687264978531578163429746859213392617845851432976
5..46.238.9.....61......59.17...86.38...4...99.61...85.25......63.....7.481.73..2	517469238398527461264381597172958643853746129946132785725894316639215874481673952
...8...5987.6251....3.1..271.6.54...7...9...5...76.9.465..7.4....7586.9293...2...	241837659879625143563419827196254738784391265325768914652973481417586392938142576
8..3.5...9.4..2.1.65...8347..9...571...259...543...6..7618...52.9.7..1.4...5.1..3	817345296934672815652918347289463571176259438543187629761834952395726184428591763
625..891....6....2.1.9.73....72...9.8.27941.3.4...62....64.3.8.3....9....815..634	625348917793651842418927365137285496862794153549136278276413589354869721981572634
.275..3.1.856..92...39....8..8197..3.........1..8234..8....67...74..829.3.2..918.	927584361485631927613972548248197653739465812156823479891246735574318296362759184
.....5.7...91.243.....835...4...9817.97.1.35.1358...6...673.....145.67...8.2.....	328465179569172438471983526642359817897614352135827964956738241214596783783241695
..52618..82..7.35.....38.42.7..1..9..52.9.41..8..4..3.73.15.....61.2..83..47831..	345261879826479351917538642473815296652397418189642537738156924561924783294783165
...1.9..6..264.3.55.9.7384...1.......5.892.1.......5...4792.1.89.6.174..2..4.6...	438159276172648395569273841621534789753892614894761523347925168986317452215486937
6149.......7.341...9.16.78..8..12....6.793.2....84..1..35.21.9...647.3.......9276	614987532857234169293165784389512647461793825572846913735621498926478351148359276
1..4...952..85......591..83..71..56..34.6.82..16..93..35..984......41..246...5..8	183476295279853146645912783827134569934567821516289374352698417798341652461725938
2...6..98......3.6.6..3925..17.83.....24978.....62.73..4385..2.1.5......98..1...4	231765498579248316468139257617583942352497861894621735743856129125974683986312574
128..57..3.6.2..1..4....36.4.1.7.8..23..6..75..5.9.4.6.73....4..5..1.6.3..28..957	128635794396724518547189362461572839239468175785391426873956241954217683612843957
.....65...8..91.3.35.72.98.53.2....14...6...99....5.62.63.42.75.9.65..2...58.....	729386514684591237351724986536279841472168359918435762863942175197653428245817693
.6523.1.8..8.65.72..478....6....4....71.9.42....5....9....426..84.15.2..5.6.7381.	765239148138465972294781536659324781371698425482517369917842653843156297526973814
63284.7917........194....8....4..5.2.4.652.1.5.3..9....6....928........6458.96137	632845791785921643194367285916438572847652319523719864361574928279183456458296137
.4.79...33.72..6.982.4..5...3.6.9.74....7....17.8.2.3...3..7.619.2..47.87...86.9.	641795823357218649829463517238659174495371286176842935583927461962134758714586392
.54.3.6..76....4..19.5.4.2.4..8.2....764.398....7.6..2.8.6.5.74..1....36..7.4.89.	854237619762189453193564728415892367276453981938716542389625174541978236627341895
8...3.561...85.9..54.9..38...5478...28..9..46...2638...92..5.37..8.47...754.2...8	829734561316852974547916382965478123283591746471263859692185437138647295754329618
.6..32.....964.8.5...7.861...82..34.12..6..58.34..92...921.6...7.6.254.....97..6.	861532794379641825245798613958217346127463958634859271492186537716325489583974162
.68.2...9.7194.65.3..5....89..86.1...5..3..7...3.52..61....3..4.95.8432.4...1.98.	568321749271948653349576218924867135856139472713452896187293564695784321432615987
.87..6.3.....4.1.91..9285.68....56....1.6.8....28....12.8593..77.4.8.....9.4..32.	987156234526347189143928576879215643351764892462839751218593467734682915695471328
.193.2.7.64.8..32.32...16..7.86.5..2....8....4..2.79.8..41...53.81..3.96.3.5.814.	819362574647859321325471689798635412162984735453217968974126853581743296236598147
....6.14...94..5874.1.7..96.12.4..6.7..6.8..1.5..9.27.23..8.4.5584..16...96.5....	875369142369412587421875396912547863743628951658193274237986415584731629196254738
.2...6..55..429.36..4.531.2...9...81..32.76..89...5...9.174.5..45.361..82..5...1.	329176845518429736674853192765934281143287659892615374981742563457361928236598417
4..61...2.......1..2154...3764..32.1..91.75..5.24..3876...3192..7.......1...84..5	437619852856372419921548763764853291389127546512496387645731928278965134193284675
36..21..89..3.....872.59....8.2....1429.1.6571....6.8....56.349.....7..26..43..75	364721598951384726872659413786245931429813657135976284217568349543197862698432175
579.8...14..5.793....9.2...725.6..94.9..2..8.63..9.712...6.4....462.9..39...7.246	579386421462517938381942567725168394194723685638495712217634859846259173953871246
