PuzzleBoard	SolvedBoard
8....5....4631.......49...646.8.......2...6.......7.436...39.......5638....2....5	893675412246318579175492836469823157732541698581967243658139724924756381317284965
.4.1......1.........2.3...51.83.9476..48.63..3697.42.82...4.8.........3......1.2.	943165782815972643672438195158329476724816359369754218291543867486297531537681924
27.8..3.5.3.......6...13...5143..69...........23..4751...42...3.......7.3.8..1.64	279846315431597826685213947514372698967185432823964751756429183142638579398751264
.1......3..6..5.1......157.1.924863...23.97...836174.2.617......9.5..1..8......6.	915476823726835914438921576179248635642359781583617492361784259297563148854192367
.9.63...2.....7..9.7.....86..32...1...7...9...5...42..41.....3.7..1.....2...43.9.	598631472162487359374952186843269517627815943951374268419728635735196824286543791
.1......48..2..5...7.6..2.1..4........84729........4..1.6..3.4...7..8..63......8.	512937864869214537473685291254891673638472915791356428186523749927148356345769182
61.8..72..93.6.5.8..8.......3.....7.....3.....4.....3.......6..2.6.1.48..89..6.15	614853729793162548528947163935624871862731954147598236371485692256319487489276315
..6.....3.58.96..1..7..3..6..........3.715.2..........2..5..9..8..62.71.7.....6..	426871593358296471917453286579382164634715829182964357261547938843629715795138642
....21..5..4.832...5.9..8.3.....6.3.....5.....6.4.....1.5..9.8...874.3..3..81....	783621945914583276256974813471296538839157462562438197125369784698745321347812659
.1...72.......4..93.7.59..4....4.1....4...3....6.1....8..59.7.16..3.......14...3.	419867253562134879387259614278643195154982367936715482823596741645371928791428536
..9.8.15...8.....73.5.....46.24.17895...6...37849.26.58.....5.19.....3...23.9.4..	479283156268145937315679824632451789591768243784932615847326591956814372123597468
1.........5.913..4.3.2....76...925..8...3...9..358...63....1.9.2..359.7.........3	169478352752913864438265917647192538825637149913584726376821495284359671591746283
9......37.....32454..6.5..8..137........1........698..7..9.1..21692.....32......9	952184637816793245473625918591378426648512793237469851784951362169237584325846179
.7.5.13....92.......54.38..9....5.....3...2.....7....8..13.85.......29....69.4.1.	678591324349287651125463879964825137783146295512739468291378546457612983836954712
1..97......8..3.......82.1....5..3.6..93642..6.3..9....8.49.......8..1......57..8	134975862268143957795682413417528396859364271623719584386491725572836149941257638
.4.9..3.72..6..15.......2.....8.2.7.....6.....6.7.9.....9.......31..6..98.6..4.1.	145928367298673154673415298314852976987361542562749831429137685731586429856294713
.8.2........76....276.534.8.6......5.4.195.6.5......7.6.754.389....89........7.4.	985214736134768952276953418368472195742195863519836274627541389451389627893627541
..9..6.852.3..8..18..19.......2........685........4.......43..67..9..4.813.8..5..	419376285273458691856192347648219753327685914591734862982543176765921438134867529
.7......12.1.....465.81...2......46..3.....1..46......7...54.264.....3.91......4.	379426851281579634654813792812795463937648215546231978798354126425167389163982547
.412.....3..9...4....5.8.1.......426.14...93.693.......3.6.2....2...9..4.....429.	841236579356971842972548613785193426214867935693425187439682751128759364567314298
.35...7........52878215..3...4.6.2......4......3.9.1...5..29673267........9...81.	435982761196734528782156439914563287578241396623897145851429673267318954349675812
..6..8.1....54.9....3.2.6.52.96.45..56.....94..41.57.66.2.1.8....5.62....3.4..2..	956738412128546973473921685219674538567283194384195726642317859795862341831459267
...4.5..11...6..45.4...72.97..5.21....26314....57.8..34.12...9.25..7...43..1.4...	893425671127369845546817239734592186982631457615748923461253798258976314379184562
.....9....82...5..5.7632.8..6.......1.4...3.2.......7..2.3479.8..9...63....9.....	416859723382471569597632184268793415174586392953214876621347958849125637735968241
....45.1...3....42...8......7...46581..597..43546...7......3...53....4...4.95....	627345819893761542415829736972134658168597324354682971286473195539216487741958263
...7....6...6.8..1.1..3.....62.4.1..1.72856.3..5.7.82.....1..6.4..8.2...6....3...	528791436934628571716534289862349157147285693395176824253417968479862315681953742
..78...3...539.......6.7.4.....2..7..1..6..9..8..3.....7.1.6.......739...6...97..	127845639645392187938617542394521876512768493786934215279186354451273968863459721
..2.1.76.1.3.4.5..6...829.1.2..7......9...4......9..1.2.483...5..5.2.8.6.18.5.3..	482915763193746582657382941521478639739261458846593217264839175375124896918657324
.82.4........728...6...8....7..5..8.23..6..15.9..2..6....4...2...951........9.53.	382145796914672853567938142476351289238769415195824367653487921829513674741296538
.28..53.71.3....62......589......723.9..2..4.872......285......61....9.84.97..25.	928645317153978462764213589541869723396127845872534691285396174617452938439781256
..9..1..8..8..3......9.7...9...186..8...2...4..563...9...8.2......1..8..1..3..2..	469251738578463921231987465943718652816529374725634189694872513352196847187345296
..9..576.......5.24.61.2...7.192.......713.......561.8...6.42.36.2.......842..6..	329845761817369542456172839741928356568713924293456178175684293632591487984237615
.5.....3.....5.48...49.35..58.......43.8.9.65.......42..56.83...68.3.....4.....7.	651487239329156487874923516586214793432879165917365842795648321168732954243591678
...8.7....7864.2....6...5..1...9...56.73.18.25...8...1..5...3....4.7365....5.8...	351827946978645213426139587182496735647351892539782461865214379214973658793568124
9..6.7..1461......237.....63...2.................3...81.....875......4626..2.8..3	985647321461352987237819546398725614542186739716934258129463875873591462654278193
.43..2.6..1..4....526.1...8.38.9.................5.63.4...2.376....7..2..6.4..89.	943582167817649253526713948638294715159367482274851639495128376381976524762435891
..6.3..7.7.9.5......3..19289.....1.35..328..93.8.....66872..4......8.6.2.3..9.8..	816932574729854361453761928972645183561328749348179256687213495194587632235496817
9.7..2....5..3..9.2.3...7........35.7.5.1.4.9.91........8...1.3.3..7..8....3..2.5	917682534854731692263945718486297351725813469391456827648529173532174986179368245
31....4..265.4.8..84..3..72...........8...9...........92..7..16..3.5.729..1....84	317298465265147893849536172496715238138624957752389641924873516683451729571962384
.9....83.........726.8.31.4...6..9....9...7....8..9...5.19.7.424.........76....1.	794512836813496257265873194127654983649138725358729461531987642482361579976245318
..4....1.712........5....46.2..7...4..38416..1...6..5.23....4........938.8....5..	364798215712654893895123746629375184573841629148962357237589461456217938981436572
.9....32..84..29.....9.....1.....4.2..84.76..4.7.....8.....9.....23..51..43....8.	591648327384172965726953841169835472258417693437296158815769234672384519943521786
9.8..4.1..5...18.2.....5...3......71.4.....5.72......9...8.....5.34...2..7.2..5.8	938624715457391862612785934365948271849172356721536489296857143583419627174263598
.9....83.58761...9......5.7.7..85.......9.......73..9.7.4......9...58471.12....6.	491527836587613249236849517679485123328196754145732698754961382963258471812374965
.....2.719....5.3...1.9....5.92...1..3.....5..7...34.9....4.5...9.5....765.9.....	485632971927815634361794285549268713132479856876153429718346592294581367653927148
..618......8...6....263..7886.39.25.25.841.96.71.56.8448..631....5...8......284..	736189542598472613142635978864397251253841796971256384489563127325714869617928435
6....387..21.4.....7..1..3278........5.....1........4783..5..2.....8.75..946....3	645923871321748965978516432782431596459267318163895247837154629216389754594672183
.682......75....8..23..4675.....6...7.2...9.6...9.....2576..19..9....76......935.	968275431475361289123894675539416827742538916816927543257683194394152768681749352
.....34.....41..961.4..735...7....8...........4....2...163..8.225..46.....92.....	975863421382415796164927358697532184823174569541698237416359872258746913739281645
....83.4.32.67.....5.41..9...27...5.6.5...7.2.3...69...8..67.2.....45.78.7.12....	196583247324679581857412693912734856645891732738256914489367125261945378573128469
.8.1.93.6.7..8....1.9.3..8..54..........9..........76..9..2.8.4....1..3.5.76.8.1.	485179326372486159169235487754361298816792543923854761691523874248917635537648912
..3.2...5..9..5.1856....2.3....14.5...4.5.8...5.89....8.5....6413.4..5..2...8.9..	483921675729365418561748293678214359914653827352897146895132764136479582247586931
.7.9.3..8.6217...3........1.2......5....2....4......9.2........6...3152.3..2.7.4.	174953268862174953953682471721349685598726134436518792289465317647831529315297846
.....35.91....57......6..345...1.6.8...5.9...4.7.3...575..9......87....12.43.....	826473519143985726975162834539217648682549173417638295751894362398726451264351987
.75.......91.........7.15..9.6..8...34..6..85...9..2.6..48.6.........63.......85.	475689321691253748283741569916528473342167985758934216534876192829415637167392854
8...1...556.4..9.7.9.7......8.5.271.....7.....251.6.9......4.5.6.2..1.731...5...9	837619245561423987294785361389542716416978532725136894973264158652891473148357629
...64..1..3..72.9..6..19.483...5.....2.7.6.3.....2...961.48..2..4.96..5..8..37...	958643712431872695267519348394158276825796431176324589613485927742961853589237164
2....9.1.9..6.4..23..1..49....5.8.4.....7.....7.4.1....39..6..14..7.5..3.5.8....4	284359716917684352365127498692538147148972635573461289839246571421795863756813924
.69............896.....94...54.7...26.1.9.5.77...1.64...29.....593............97.	369428715247531896815769423954673182621894537738215649472986351593147268186352974
...1.3..2.7..5....2......4.3.5....2812..4..3778....9.6.1......9....8..5.4..2.9...	548193672673452891291876345365917428129648537784325916812534769936781254457269183
9...6...1.2.8..679....1.84.7....8.966.......448.1....7.95.7....376..5.1.8...3...5	938764521124853679567912843713548296659327184482196357295671438376485912841239765
8.....9...69437......9...5....74..3...4.1.2...5..26....9...2......57319...1.....7	837251964569437812142968753218749635674315289953826471795182346426573198381694527
....81.45......81....7.4....5..18.3...2.6.4...3.59..7....8.3....41......28.17....	927681345465239817318754629756418932192367458834592176579843261641925783283176594
..38...6.27...63.88..2.3........4.....8.5.9.....3........5.8..17.41...25.5...78..	413875269275946318869213754921684537638751942547392186392568471784139625156427893
..8...4........135.651......5.2.1......463......5.8.9......672.586........7...5..	178935462942687135365124987853291674729463851614578293491356728586742319237819546
3692...85...5....2254.....1..7......1..6.9..7......1..6.....3784....2...93...7214	369271485781534692254986731827143569143659827596728143612495378478312956935867214
.36..54...1..6.3...8.........2....4.47..3..56.6....2.........6...7.9..8...36..59.	236185479915764328784329615392516847471832956568947231129458763657293184843671592
....8.5.95..2...6.1.....48....37..5.....5.....6..19....83.....5.5...3..14.1.6....	632784519548291367179635482814372956927456138365819274283147695756923841491568723
7.1..35.6.....1.7.......4.142..8.7...9..4..1...8.6..548.4.......1.6.....2.97..6.5	741893526956421873382576491423185769695247318178369254864952137517634982239718645
......841....4.95....5.9.63...9...26.........61...2...35.6.1....79.8....246......	592763841763148952481529763834917526925836417617452398358691274179284635246375189
19...76.2....29.8.....4..59.1...6.954.......695.4...3.87..6.....4.27....6.19...73	198357642534629781267148359712836495483795216956412837879563124345271968621984573
9..1..5..2.......7..4..91.337..9...1.4273198.8...2..744.83..2..1.......8..6..2..9	967183542231546897584279163375498621642731985819625374498357216123964758756812439
2...1...3..6..27..1..7.5..23..12...6.6.....1.8...67..47..6.4..9..92..6..6...9...5	297816543456932781183745962374129856965483217812567394738654129549271638621398475
..26..87....4......9...71.46..8..5477.59.42.1481..2..68.37...6......6....64..87..	142659873378421695596387124629813547735964281481572936813795462957246318264138759
257..6..3..4..............6...461.....32958.....738...4..............6..5..6..342	257986413634512789981347256825461937743295861169738524496823175372154698518679342
.....1754...7.63..1.7..4.9...356.......483.......175...9.6..4.5..89.5...5461.....	639821754452796318187354296723569841915483672864217539391672485278945163546138927
..8.2..5339261..4..1......2.....6..8....8....2..1.....1......3..7..6128486..7.9..	648927153392615847715834692951246378436789521287153469124598736579361284863472915
.3.5.9.6..7......58...4....3...5.9....4.7.2....9.6...8....9...39......2..5.2.7.4.	431529867672318495895746312316852974584971236729463158267194583948635721153287649
......52.7....8.496...9..1...1....7...71863...3....1...4..7...657.6....1.16......	194763528753218649682495713961352874427186395835947162349871256578629431216534987
.2..5...7..184..62.....2...7835.....1...6...3.....9748...4.....47..856..2...9..7.	326951487951847362847632915783524196194768253562319748615473829479285631238196574
..8......26..3.5.8...865....1..26.....2.7.1.....15..7....912...5.9.8..13......9..	358294761264731598971865324715326849682479135493158672836912457549687213127543986
.98.....3.2.........3.2.45.532.91.......3.......65.321.49.7.6.........8.2.....19.	798145263425386917613927458532791846861234579974658321149872635356419782287563194
.5..28.9.9.......4..7..9....4.9.6857...842...6985.1.4....1..5..2.......8.7.28..1.	351428796986715324427369185142936857735842961698571243864197532219653478573284619
4.2....8.6........1.8...7.2..689.2.7..9.2.8..8.4.376..5.3...4.8........6.4....3.9	432769581675218943198453762356894217719526834824137695563971428987342156241685379
13..4.........8154.....1.....68..49....4.3....49..78.....3.....4629.........8..42	135749286697238154284651937756812493821493675349567821518324769462975318973186542
.8...65...5..4.....748.....4..9..7...3.162.9...1..3..2.....714.....2..7...73...5.	189736524356249817274815369462958731738162495591473682925687143813524976647391258
7.5...3....1.3.5....3..5261..98.1..3318...4592..9.38..9845..6....6.9.1....2...9.5	725168394461239578893475261659841723318726459247953816984512637576394182132687945
4....32...3.8.94.51....5......63.8.............4.58......2....88.95.6.2...23....4	495763281236819475187425639951632847328174956764958312543291768879546123612387594
2.3.86......1..9....47...2...68.2.....2...4.....4.32...4...53....9..1......24.5.9	293586741765124983814739625456892137932617458187453296648975312529361874371248569
.9...6.2..3.1..9.....7.....319672.8..4..5..1..8.431769.....7.....4..3.5..6.5...9.	795346128436128975128795436319672584647859213582431769853917642974263851261584397
3....96.1.18632....6...1..3.43..62.....253.....68..13.6..7...9....92436.4.93....2	325489671718632945964571823843196257197253486256847139632718594571924368489365712
4.....3595.3.4......6........248.1.5.........6.1.932........5......3.6.1317.....4	478261359523948716196375482932487165745126938681593247269814573854739621317652894
.4...789..8..695..29531..6..........73.125.49..........7..43152..287..3..135...8.	346257891187469523295318764561934278738125649924786315879643152452871936613592487
.....9.3.4..6..9....785.6.287..........3.7..........152.8.451....5..8..4.4.1.....	682479531453621987917853642876514329521397468394286715238945176165738294749162853
....42....4...8..18.9.1....32..6..1..6..9..4..9..2..63....7.2.44..2...5....45....	617542839542938671839617425324765918768391542195824763956173284473289156281456397
...8.2.642.5..7.9...8.9.........49..8.4.7.6.2..31.........2.7...8.3..2.159.7.1...	719832564245617398368495127671254983854973612923186475136528749487369251592741836
.9...28.3.1.8.....8.......13....1.4.9.27.61.5.4.9....27.......9.....8.2.5.13...8.	697412853213895476854637291376521948982746135145983762738264519469158327521379684
57.4.8...6..51.4.....9.275...9.8.1....5.9.8....8.4.9...361.9.....7.24..6...6.3.79	571438692692517483843962751729385164415296837368741925236179548957824316184653279
.924....3....3.9628......45........82...8...11........37......9429.5....6....123.	792465813514837962836129745965714328247583691183296457371642589429358176658971234
..7....82895..46.......8.9...3....45..8.3.1..14....3...7.6.......49..76898....2..	417369582895274613362518497723196845658432179149857326271685934534921768986743251
.2....7.1..8.6..35.9.......86.5..4172..6.7..9957..4.23.......7.68..5.1..7.1....5.	326895741178462935495371862863529417214637589957184623549218376682753194731946258
...6.1.....4..718.6..48...7.4537.2...7.....1...6.1947.4...56..2.681..7.....8.3...	827631954534927186619485327145378269973264518286519473491756832368192745752843691
....8...46.93....87.86...2.371........6.7.3........716.1...62.38....34.12...1....	125987634649321578738645129371569842486172395592834716914756283857293461263418957
.953.4.6....76.4...4......3....8...4.17.4.89.4...9....8......7...4.71....7.8.654.	195324768382769451746518923539687214617243895428195637863452179254971386971836542
..14...3.32..17.655....2......7......4..8..9......3......8....693.27..58.1...63..	691458732324917865587362941168794523243685197759123684475839216936271458812546379
.........69..3..827.548.3..54.2..9......6......7..4.61..8.794.347..2..58.........	382695174694731582715482396546218937831967245927354861168579423479123658253846719
.4.195..........8...126..3.1.76........8.7........12.6.1..867...2..........342.6.	843195627692473185751268934137624859269857413485931276314586792526719348978342561
..78..392..3...8......2...57..64..2..5.....8..3..57..11...8......2...1..389..12..	567814392423975816918326475791648523256193784834257961145782639672539148389461257
38.4.967.1......2.....2......1.....62...9...37.....2......7.....7......2.291.5.67	382419675147536829596827134931742586258691743764358291613274958875963412429185367
65..3.97......1.64.7.......8.9.1....3.7.2.6.5....7.4.9.......4.19.3......86.4..97	658432971923751864471689523849516732317924685562873419735298146194367258286145397
......41.....5.3....51769..854.1.69..2.687.4..67.4.823..69217....2.6.....81......	678293415219854376435176982854312697923687541167549823546921738392768154781435269
.3.........82.754...7..3.62...6..71.6...7...8.81..4...87.5..2...597.26.........7.	532468197168297543497153862923685714645971328781324956874516239359742681216839475
......3....9.6....25....487.4....2.6615.8.9739.3....4.581....24....4.5....4......	178254369439867152256913487847395216615482973923176845581639724362741598794528631
.......2.2.5..6..1.......865...47.1....512....7.93...515.......7..2..1.4.2.......	816475923235896741947321586592647318683512479471938265154769832768253194329184657
..5.7.....87..3.4.41..2.7..1.2........3...8........2.7..1.4..96.6.2..57.....3.4..	235174689987653142416928735172485963653792814849361257521847396364219578798536421
.....7.8.....2...6..2.4....324.756...7..1..2...546.397....3.8..7...8.....3.7.....	463157982957328146812649753324975618679813425185462397596234871741586239238791564
.9.17...5.......79.3.659.2.6..49...7...325...3...68..2.6.287.5.92.......5...43.1.	496172385215834679837659124652491837789325461341768592164287953923516748578943216
8.6..7..939.8641......1.7..........5...5.6...9..........9.8......8973.212..6..9.8	816257349397864152524319786763498215142536897985721463679182534458973621231645978
..6.....37....2..52.......7.7..4..1.4..287..6.2..1..7.9.......13..7....91.....4..	546178293731492685298536147675349812413287956829615374962854731384721569157963428
2..............7.275..94...5...86.4..36.1.87..4.57...6...82..144.5..............7	268751493194638752753294168527386941936412875841579326679823514485167239312945687
51...967.9...4.3..2..1..4...5..9.12...1.2.9...92.6..3...5..8..9..7.1...3.492...81	514389672978642315263157498756893124831724956492561837125438769687915243349276581
.8732.4....1..7.........5.....98..4.7..6.4..9.4..52.....4.........8..1....8.4325.	587326491421597683693418572236981745715634829849752316174265938352879164968143257
.92....5..........8.5..7.6....38..41..8.1.3..13..45....1.8..6.5..........8....43.	792638154361594278845127963279386541458712396136945782914873625523469817687251439
...4217.3...5...12.....7....7.......81.279.36.......7....7.....18...5...7.4382...	698421753347568912251937684976843125815279436423156879539714268182695347764382591
......52.5....9..1...21..9...9...8..678...259..3...7...3..28...4..5....2.62......	791364528524879631386215497249657813678143259153982746935728164417536982862491375
1598....6.......5886..57...941.78...32..6..17...31.294...59..8151.......2....1635	159824376472936158863157942941278563325469817786315294634592781517683429298741635
7.....58........3.8..4.6.79..7.35..1...2.8...5..91.7..39.1.2..7.5........76.....2	769321584415789236823456179987635421641278395532914768398142657254867913176593842
8..1.9.....9..25....2....7..9..2...6.4..6..9.6...8..5..8....4....42..9.....7.4..5	856179342379842561412536879598421736247365198631987254185693427764258913923714685
1.8...3....6.8....459...8.7.4...2.18..5.4.7..62.3...4.5.2...976....2.1....4...2.3	178964325236785491459213867347592618895146732621378549582431976763829154914657283
.1....9..43...6.2.....124.7...4.38.9.7.8.9.1.9.82.1...1.462.....9.1...82..3....4.	712548936435796128869312457251473869376859214948261375184625793697134582523987641
...9......9.3..2.48..15.......4....3..46391..3....5.......93..15.1..6.3......8...	647982315195367284823154697768421953254639178319875462486793521571246839932518746
91.86....65.3......38.1....7.1.8....5.......8....4.1.7....5.64......6.19....21.35	914862573657394281238517964741285396569173428382649157193758642825436719476921835
....78......2.....5.86....47.1.3...28...6...59...8.3.62....69.7.....7......82....	392478561416253879578691234761935482834162795925784316283516947659347128147829653
...7..52.1..2..4...42..3617..1..........2..........1..2648..37...3..2..5.95..1...	638714529179256438542983617921538746456127893387469152264895371713642985895371264
....4.9.343....6.8...3..2.5..3.....7..2.6.3..1.....4..5.1..7...6.4....313.8.5....	257846913439215678816379245963428157742561389185793426521637894674982531398154762
...32.9.....98..4...........9..4.8...3486512...8.3..5...........5..73.....2.98...	845327961123986745967154382596241837734865129218739654689412573451673298372598416
496.......5.6..3......9764..8..5...6..4.7.9..9...6..5..4573......9..5.3.......765	496328571758641392213597648387459216564172983921863457145736829679285134832914765
7...5......6.....1..8.674.3..4....12.1..9..7.87....5..4.152.8..2.....1......1...4	743251689956384721128967453534876912612495378879132546461523897297648135385719264
..4.3......169..84...4.793......65.............65......597.8...32..548......2.7..	984231657731695284562487931173846529845972163296513478459768312327154896618329745
.52...7187.31......1.7.53..1....3...............6....9..49.2.7......74.1271...93.	452396718793148652816725394189453267645279183327681549534912876968537421271864935
..5...4...6.3.......3451.683.....2.66...4...34.2.....994.8253.......4.9...1...8..	895762431164398572723451968317589246659247183482613759946825317238174695571936824
.1..47.92.94...1..3726.1...1....37..8...7...6..71....9...7.9368..3...42.78.43..5.	518347692694285173372691845169523784835974216427168539241759368953816427786432951
...5..3.2.....86.52....39....19..53...6.3.7...23..71....27....98.46.....6.9..2...	968574312137298645245163987781926534596431728423857196312785469854619273679342851
...5.64.7..5.1.68...472.39..4.65.9......7......6.84.7..28.957...73.6.8..5.98.7...	892536417735419682614728395247651938981273564356984271128395746473162859569847123
.1....8.53526.8........5.....483....9.......8....513.....5........1.92561.5....8.	419273865352618974867495132574832691931764528628951347296587413783149256145326789
.84..5...2........3..9..1...485..3.7.1243785.5.3..921...9..6..5........1...2..79.	184365972296178543357942186948521367612437859573689214729816435835794621461253798
.457.....6....1...3..........71.2.5353..6..2191.5.36..........5...2....6.....871.	845739162629851437371624598467192853538467921912583674183976245794215386256348719
4....7.......64..29...3....2..7563...413.259...7149..8....2...55..41.......6....3	428597136173864952965231874289756341641382597357149268714923685536418729892675413
..7....52..8...7..39.....81.....82748.......62715.....78.....45..4...9..93....1..	417689352528413769396275481653198274849327516271564893782931645164752938935846127
.52...........1.26.1.4..3..54.2..739.69.1.84.387..4.62..5..2.7.62.7...........29.	752693481438571926916428357541286739269317845387954162195832674623749518874165293
1.3.....74....532.67...28..3........917.4.238........9..41...76.912....38.....4.2	123489657489675321675312894362891745917546238548723169254138976791264583836957412
......8..2.4.785.....1...247....3..2.2.415.8.8..7....335...4.....869.2.5..2......	531249876264378591987156324745983162623415789819762453356824917478691235192537648
62..87..3...3....7.....9..5.5..417....7...1....972..8.7..6.....2....5...5..87..29	625487913981356247374219865852941736437568192169723584798632451243195678516874329
...6.....1.43.72.5....8...4.5..7.3......1......6.3..9.6...2....2.87.39.6.....4...	325641879184397265967285134452976381793418652816532497671829543248753916539164728
....5....9.1...6..5..3.6.7..5...8..72...9...66..4...1..9.7.4..8..4...7.3....8....	376951842941872635528346971459168327217593486683427519195734268864215793732689154
....1..5....5.6..35...38.7..9..8.7..7..4.3..1..5.6..4..7.34...54..8.7....2..5....	837214659149576823562938174394185762786423591215769348678342915451897236923651487
4.........3.64...8.6........9..67.8181.....4667.81..2........5.9...76.3.........7	459781263237645918168392475592467381813259746674813529741938652925176834386524197
....58.9.56......4.8...75.6..5..6..3.2.....5.8..1..7..6.82...3.9......62.5.86....	342658197567912384189347526795486213421793658836125749618274935974531862253869471
2..5...4.3.4...6..1..7.....85..3...49..452..34...7..65.....4..7..8...4.2.4...7..6	269513748374928651185746239857631924916452873423879165632184597798365412541297386
...8.6..341.739.2.8...52.16..7.....................6..69.18...5.3.675.927..9.3...	529816743416739528873452916267548139945361287381297654692184375134675892758923461
3.27.6....1...8..78..1.4925.48......69..8..43......85.7269.3..49..8...7....4.72.9	352796418419528367867134925148375692695281743273649851726913584934852176581467239
.7..3..9.......4....259.7.8....2.3...53.8.21...9.1....7.1.589....5.......9..6..2.	578436192916872453432591768187625349653984217249713685761258934325149876894367521
.......385.9......1.4..5.299.......2...394...3.......429.5..4.1......2.775.......	672149538589732146134685729941856372827394615365217894298573461413968257756421983
9...62...4.2..1.9..6..8...7.....59.....123.....59.....5...1..7..3.6..2.9...29...5	978562341452731698163489527317845962896123754245976183529314876734658219681297435
35..9.8...8...479.9..63...5..2..3.....8.7.2.....9..4..8...19..4.493...8...3.4..79	354791862681254793927638145162483957498175236735926418876519324249367581513842679
.8....31...7.5.6244...........573....9..4..8....896...........6162.8.5...49....7.	586429317937158624421637958218573469693241785754896231375912846162784593849365172
8..5..14...2...8...6.3.972.7...5.4.....817.....5.6...1.486.5.9...3...5...79..1..8	897526143352174869461389725716953482234817956985462371148635297623798514579241638
.....27....3.492.18.57...46....741.2.........7.219....13...64.84.628.3....84.....	941562783673849251825713946589374162314625897762198534137956428456281379298437615
..5..7.......85.74...921...3....2.5....5.9....2.6....7...293...45.81.......7..6..	895467123216385974743921568389172456674539281521648397167293845452816739938754612
..6..87...57...8.3..8....4..6...72.9.........5.94...6..7....9..8.2...47...52..6..	496538721257614893138792546364157289781926354529483167673845912812369475945271638
.967..3....231.....3....5..6.9....4.3..972..6.7....9.3..8....3.....284....1..786.	196785324452319678837246519619853742384972156275164983548691237763528491921437865
.6..25.8...26.71..59.........5...4..6.8.1.5.7..9...8.........46..63.47...5.27..1.	367125984482697153591843672125738469638419527749562831873951246216384795954276318
..8...5....1..5.89.57.18......8.2.6...2.6.7...4.1.7......58.97.78.2..1....5...8..	638924517421675389957318624579832461812469753346157298164583972783296145295741836
....75.895..3..26......6.3..3....8....2.3.5....1....7..9.1......57..4..331.79....	463275189579318264128946735735421896982637541641589372896153427257864913314792658
6..3....8....593..32..6..45....1........3........2....26..9..74..468....1....5..2	659341728487259361321768945572816439916534287843927156265193874794682513138475692
..2...7.1......8.6...26193.....8......95461......2.....63472...2.4......1.7...2..	692853741531794826478261935716389452329546187845127369963472518254918673187635294
....3.5.......8.2.12.59.638......9...15.2.78...2......286.41.75.9.2.......4.8....	648732591539168427127594638463817952915326784872459163286941375391275846754683219
.9.7853....8....7..1.....8...62.84......4......95.68...6.....3..7....2....3612.4.	692785314458163972317429685736298451825341796149576823264957138571834269983612547
1243..56.......4.959...8..245....82.6..2.5..3.32....753..9...577.5.......19..6384	124397568876152439593468712451739826687215943932684175368941257745823691219576384
...31.6....627.813....9.5..4........82.....69........5..2.3....639.482....5.27...	278315694596274813314896527453769182821453769967182345742631958639548271185927436
...9..75....7.16..4....62....7.1...9....3....2...9.4....12....7..21.3....34..8...	126984753583721694479356281367415829948632175215897436851269347792143568634578912
....3..4773.6......4.78.9.64........683...591........49.6.71.8......8.1981..6....	269135847738694152541782936452319768683247591197856324926571483375428619814963275
3.1.....28..1....6....39...6.52.4.....3.7.6.....3.14.5...61....1....3..75.....2.9	351746982849152376762839154615294738423578691978361425297615843184923567536487219
...1.9......2.....6.2..3.7.8.56..7..7...5...9..1..75.4.8.7..3.1.....8......9.5...	457189236318276945692543178845692713723451689961837524289764351576318492134925867
.5..1...3.6...4.85......2....8.9..32.9..3..7.23..8.5....4......67.8...2.9...6..4.	852617493769324185413958267148795632596132874237486519384271956675849321921563748
47...9.8.......7....5.46.9.......93.73.....61.96.......4.62.8....7.......5.4...12	473259186269381754815746293184562937732894561596173428341625879627918345958437612
24.9...37..7..8.4....27.......8.....5.87413.6.....2.......27....8.4..2..71...3.69	241956837957138642863274915436895721528741396179362584394627158685419273712583469
.............9....5...6.218..26.954...5.4.9...492.53..678.5...2....2.............	236581479184792653597463218812639547365847921749215386678354192953128764421976835
.6..89....9...6.58.8.....79....6...1.16.9.54.3...1....45.....9.93.6...2....95..3.	762589314194736258583142679275463981816297543349815762457328196931674825628951437
..4.3.867.6..7854..75.....2...3.12.85...8...63.72.6...7.....65..3672..8.458.6.7..	194532867263978541875614392649351278512487936387296415721849653936725184458163729
..3..6....8.49.....578.2.69.........5...6...1.........81.9.367.....75.9....6..5..	923516748186497235457832169734251986598764321261389457815923674642175893379648512
6...293....165.7..85..1.2......62..7...348...2..19......8.7..12..2.856....523...4	647829351921653748853714296189562437576348129234197865398476512412985673765231984
..438.5.91....7....53.....7..1.7.....8.....5.....3.7..9.....23....7....54.5.936..	274381569196457823853629147631875492782946351549132786967518234328764915415293678
..7.....84852..6......8..3.84......7..37.24..7......63.7..6......4..78565.....3..	137695248485273691296481735841936527653712489729854163372568914914327856568149372
..4........38..5..825.....33....8..159..2..481..9....24.....136..9..68........4..	914635287673892514825417963342758691596321748187964352458279136739146825261583479
.1379...8..9.8...7....6.......45....4.81.25.6....79.......4....8...2.1..3...1865.	213795468569284317784361925932456781478132596651879243196547832845623179327918654
..2..5.4.....46..2486...1..6..4.2.1.1...9...8.2.6.1..4..4...2858..25.....9.7..4..	972315846531846792486927153658472319147593628329681574764139285813254967295768431
.5.6...82.......1..81.25.63234.96.7...5.8.2...1.35.69417.24.85..4.......56...8.4.	457631982326879415981425763234196578695784231718352694179243856843567129562918347
4....16..6.....52...5....4...4617..25..2.8..67..5394...5....9...48.....5..64....1	429351687671894523385762149894617352513248796762539418257183964148976235936425871
